fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.128009987463297,0.2740240173962294,0.2816553383677709,3.905398369688208,0.04732884148986235,12.714259723231484,44.297737101548954,0.9973377175346676,3.490869811393544,0.5648526729768912,9.059849683148123,5
4.193745681058442,0.6091757589781489,0.24529858011014657,1.372973583598824,0.0008969281877061891,19.99239906448208,47.41721402261865,0.9952858547775358,3.1156238164205923,0.654115500284991,11.067278840554879,5
4.119657881547661,0.4101944825109758,0.36360222484931015,4.389164904861908,0.08310694120903664,28.918293079375587,57.2262653467681,0.997745639532087,3.282080521184143,0.7681145383186816,9.993551822993094,5
6.142486258580753,0.2979982792575675,0.06780231666254519,2.2554026159389986,0.06093948044649786,17.671009770206325,65.10769092801539,0.9968391428733407,3.666485653633712,0.43773961173101417,10.246833372749514,5
8.068636742051519,0.16276533054999678,0.18710883671060288,2.680175143313188,0.08164597637993791,1.38154346101555,24.240828532697556,0.9946910736013044,3.0560303601972887,0.7139847263846963,11.219630065677903,6
4.690082464960974,0.5152020916897346,0.27190394766203435,4.392180532855991,0.0627908148611822,20.964778755838807,52.09858767677663,0.9969865387124152,3.178006198575713,0.5297693459625727,10.216689368867812,5
8.089238190556108,0.45316385237440737,0.4271254058401204,1.6304838166468831,0.10740496355011428,7.607398251912959,76.83590523575415,0.9988096344100392,3.331673267612708,0.7199835893574021,11.385815933276893,5
5.564020952884207,0.5764689949062018,0.1657402721803407,3.8604595863429747,0.08710978766380875,1.8860434174260465,29.986283082623455,0.9954935814852982,3.1521216640145866,0.9228852327042758,9.64721439470289,4
6.815880438268869,0.6210868314664876,0.08167525941078271,2.19980403532695,0.04773686951028189,29.203474881723082,50.109547631426175,0.9956979462050203,3.415661720681415,0.7110412704140022,9.766242681386183,4
6.949071692415876,0.29501578832487924,0.3486060319092394,5.119898727509592,0.12268044063652858,15.368615585803928,69.79174504471318,0.9946477914131581,3.4283509991834586,0.6739946206429077,9.578448507112885,5
7.130749243855692,0.2827863107767457,0.24723056329247498,3.269728082258313,0.10127274770874864,5.094839036014829,50.91333396390042,0.9940333014328095,3.3606098139650626,0.7406289023092653,11.774229502463086,6
5.285802928594151,0.1883614424050388,0.19300442231490855,3.1495424267524683,0.06618355094759185,7.9383192170763675,58.66178312999498,0.9975841099806847,3.1942286053806908,0.4667569970262062,10.264145569167345,5
7.042134515723816,0.4345394852265602,0.21855581365512458,3.2254169225182814,0.08814002658724629,23.939146036801986,45.25310154259646,0.9951552956043848,3.3126461989889515,0.5836710064702149,9.810317598358532,5
7.998503340850071,0.5019371055003569,0.30976394464663193,2.78294488232686,0.08034843065667582,29.20022156537669,8.26933914624371,0.994690623327244,3.0730478917317883,0.7458659758240327,9.676317863970526,5
8.871675631932565,0.33654670178081425,0.6275220094297529,1.207527636924751,0.08643832214946534,5.743788090054762,57.367982575265565,0.994272746680694,3.311668302248569,0.6630208349269198,12.110127218064171,6
6.9064746121098075,0.4854505870838571,0.4660798378946416,3.5980149078719967,0.05203332353649609,9.494280709695854,19.223036110509184,0.9957845825130256,3.288537667836978,0.5882376591108677,9.574201660479376,5
8.648747349425387,0.18916900712209894,0.2945320978580855,2.972925417909416,0.043683201246078086,5.381790059301828,24.38626164010844,0.9955354147183598,3.3732727666414974,0.628509614026417,9.566353542804894,5
4.64659166001426,0.4504247422122337,0.2618005781046855,2.437123914642217,0.05268724367097489,23.719879290863904,30.019210131789183,0.995240719202256,3.249781108548588,0.5382364216912211,11.154066512080515,5
6.807467787613871,0.4173635662729082,0.10099138422823048,3.894238904456019,0.06944302905554567,15.463769266025299,26.207272807641818,0.9964387427181933,3.3122790171780085,0.6721085189027088,9.979934444115173,5
8.08863650137706,0.3431055640200804,0.07745772455901515,2.057591994202474,0.07029575679797434,10.195311573796994,27.235280870079208,1.0004676633763665,3.219471567035605,0.5520715883778339,10.56888530340643,5
8.583951527130914,0.41396800326614397,0.26639014337278377,2.449942472230967,0.07039664844942385,10.496553307679095,73.83633666685833,0.9919685007557586,3.2680168424439207,0.7685629340833792,12.104634851085542,5
7.09758341362908,0.3621527780474079,0.3989467489866082,4.291999019238869,0.06981081373940508,15.491911755318364,24.530874506684835,0.9953875095809057,3.2684676595464346,0.6463271263268953,10.861863637532398,5
5.78486560678372,0.3139442473619677,0.193984340564975,1.8638453907968362,0.06645928859612378,18.44926157987442,12.34762406135511,0.9932229878366142,3.562369361700227,0.6803520855659625,11.865950733990932,5
8.191365046788778,0.4051868588223091,0.1219231059765318,0.7193005295658976,0.06564901583613929,17.085229534288516,15.839857569320362,0.9972262457476884,3.408915296591241,0.675632285575234,9.216653470487321,4
6.493985401377431,0.24241264416542788,0.028328687487466947,0.16604680317941645,0.0010061506038596818,18.707191858570738,41.971489079024565,0.9942310824499286,3.2688059785336367,0.6457359947077963,11.003919824030845,5
6.059932808120755,0.5618777555776964,0.048486752833534846,2.2105071912393157,0.06680500101779879,19.48479959351932,17.616529760803893,0.9965337908489965,3.528424975489507,0.8777172507507336,9.706258712789557,4
6.751842418551434,0.3115345179123718,0.20153920437745143,1.73727635469912,0.04837874282799396,28.28908917092574,36.12070765888981,0.9981401776194254,3.295132008477412,0.3667443303590107,10.912457749948022,5
7.607618746538021,0.49303460561257095,0.13170331756510628,0.5730957167535033,0.1008950784603355,31.67453992498061,9.025657216933983,0.9982290859441718,3.765649131524152,0.8802565704916047,10.369467050727241,5
6.985070333959767,0.6214856668642759,0.21248522212192206,1.233056967805737,0.09862944818654973,1.2519913289451914,44.39277302994719,0.9968892376696324,3.548591467900709,0.7425017626585343,12.311759897297774,5
4.861519741041123,0.5215462810582236,0.24173481629527244,3.715595280998909,0.02016731280372354,11.953304815366456,23.067406693402788,0.9951249450807824,3.3593643540901157,0.6811630046494184,10.091908156306282,5
5.662824967371896,0.10247659879141408,0.32624859805156203,0.05206578345891533,0.07331029737015606,28.940896092550545,18.931394611566397,0.9963210271557998,3.465809818542001,0.805651419127367,10.085617753683124,6
7.704483024642056,0.49549259194695505,0.38080007481985495,3.335806912046165,0.10960349887026609,10.832818692111376,55.04938458613353,0.9951077022048939,3.5002838866344845,0.7670000339085105,10.088816053066736,5
